ID	Type	x	y	z
240	2	-7.707110	-5.707110	0.000000
241	2	-9.707110	-3.707110	0.000000
242	2	-8.707110	-5.707110	0.000000
243	2	-9.292890	-6.292890	0.000000
244	2	-7.292890	-6.292890	0.000000
245	2	-6.707110	-3.707110	0.000000
246	2	-6.707110	-4.707110	0.000000
247	2	-7.292890	-4.292890	0.000000
248	2	-7.292890	-5.292890	0.000000
249	2	-8.707110	-3.707110	0.000000
250	2	-8.292890	-5.292890	0.000000
251	2	-7.707110	-4.707110	0.000000
252	2	-8.292890	-4.292890	0.000000
253	2	-9.707110	-5.707110	0.000000
254	2	-9.707110	-4.707110	0.000000
255	2	-8.707110	-4.707110	0.000000
256	2	-7.707110	-3.707110	0.000000
266	2	-5.707110	-4.707110	0.000000
267	2	-6.292890	-6.292890	0.000000
268	2	-4.707110	-3.707110	0.000000
269	2	-6.292890	-5.292890	0.000000
270	2	-3.707110	-3.707110	0.000000
271	2	-4.292890	-6.292890	0.000000
272	2	-4.292890	-5.292890	0.000000
273	2	-5.292890	-6.292890	0.000000
274	2	-3.707110	-4.707110	0.000000
275	2	-3.707110	-5.707110	0.000000
276	2	-4.707110	-4.707110	0.000000
277	2	-4.292890	-4.292890	0.000000
278	2	-5.707110	-3.707110	0.000000
279	2	-6.292890	-4.292890	0.000000
280	2	-5.292890	-5.292890	0.000000
281	2	-4.707110	-5.707110	0.000000
282	2	-5.292890	-4.292890	0.000000
283	2	-5.707110	-5.707110	0.000000
296	2	-3.292890	-4.292890	0.000000
297	2	-1.292890	-6.292890	0.000000
298	2	-1.707110	-5.707110	0.000000
299	2	-1.292890	-4.292890	0.000000
300	2	-3.292890	-5.292890	0.000000
301	2	-1.292890	-5.292890	0.000000
302	2	-2.707110	-5.707110	0.000000
303	2	-0.707110	-5.707110	0.000000
304	2	-2.292890	-6.292890	0.000000
305	2	-3.292890	-6.292890	0.000000
306	2	-2.292890	-5.292890	0.000000
307	2	-1.707110	-4.707110	0.000000
308	2	-2.707110	-4.707110	0.000000
309	2	-0.292890	-5.292890	0.000000
310	2	-1.707110	-3.707110	0.000000
311	2	-0.707110	-4.707110	0.000000
312	2	-2.292890	-4.292890	0.000000
313	2	-2.707110	-3.707110	0.000000
314	2	-0.292890	-4.292890	0.000000
315	2	-0.707110	-3.707110	0.000000
316	2	-0.292890	-6.292890	0.000000
326	2	1.707110	-6.292890	0.000000
327	2	0.707110	-6.292890	0.000000
328	2	3.292890	-4.707110	0.000000
329	2	0.292890	-5.707110	0.000000
330	2	0.707110	-4.292890	0.000000
331	2	0.292890	-4.707110	0.000000
332	2	2.292890	-3.707110	0.000000
333	2	1.292890	-3.707110	0.000000
334	2	1.292890	-5.707110	0.000000
335	2	1.292890	-4.707110	0.000000
336	2	0.292890	-3.707110	0.000000
337	2	2.707110	-5.292890	0.000000
338	2	3.292890	-5.707110	0.000000
339	2	2.707110	-4.292890	0.000000
340	2	3.292890	-3.707110	0.000000
341	2	1.707110	-5.292890	0.000000
342	2	2.707110	-6.292890	0.000000
343	2	2.292890	-4.707110	0.000000
344	2	1.707110	-4.292890	0.000000
345	2	0.707110	-5.292890	0.000000
346	2	2.292890	-5.707110	0.000000
356	2	3.707110	-6.292890	0.000000
357	2	5.292890	-3.707110	0.000000
358	2	4.707110	-4.292890	0.000000
359	2	4.292890	-5.707110	0.000000
360	2	6.707110	-6.292890	0.000000
361	2	6.292890	-5.707110	0.000000
362	2	6.707110	-5.292890	0.000000
363	2	5.707110	-6.292890	0.000000
364	2	6.707110	-4.292890	0.000000
365	2	6.292890	-4.707110	0.000000
366	2	6.292890	-3.707110	0.000000
367	2	5.292890	-5.707110	0.000000
368	2	3.707110	-4.292890	0.000000
369	2	4.292890	-4.707110	0.000000
370	2	4.292890	-3.707110	0.000000
371	2	4.707110	-5.292890	0.000000
372	2	5.707110	-4.292890	0.000000
373	2	5.292890	-4.707110	0.000000
374	2	4.707110	-6.292890	0.000000
375	2	3.707110	-5.292890	0.000000
376	2	5.707110	-5.292890	0.000000
389	2	8.707110	-4.292890	0.000000
390	2	7.292890	-4.707110	0.000000
391	2	9.292890	-4.707110	0.000000
392	2	8.292890	-5.707110	0.000000
393	2	7.292890	-3.707110	0.000000
394	2	9.707110	-4.292890	0.000000
395	2	8.292890	-4.707110	0.000000
396	2	9.292890	-3.707110	0.000000
397	2	7.707110	-4.292890	0.000000
398	2	7.707110	-5.292890	0.000000
399	2	8.292890	-3.707110	0.000000
400	2	7.292890	-5.707110	0.000000
401	2	8.707110	-6.292890	0.000000
402	2	7.707110	-6.292890	0.000000
403	2	9.292890	-5.707110	0.000000
404	2	8.707110	-5.292890	0.000000
405	2	9.707110	-5.292890	0.000000
406	2	9.707110	-6.292890	0.000000
423	2	-7.292890	-3.292890	0.000000
424	2	-7.292890	-0.292890	0.000000
425	2	-6.707110	-1.707110	0.000000
426	2	-9.707110	-0.707110	0.000000
427	2	-9.292890	-2.292890	0.000000
428	2	-9.292890	-1.292890	0.000000
429	2	-8.292890	-1.292890	0.000000
430	2	-7.292890	-1.292890	0.000000
431	2	-7.292890	-2.292890	0.000000
432	2	-6.707110	-2.707110	0.000000
433	2	-9.707110	-2.707110	0.000000
434	2	-9.292890	-3.292890	0.000000
435	2	-8.707110	-2.707110	0.000000
436	2	-7.707110	-0.707110	0.000000
437	2	-8.292890	-3.292890	0.000000
438	2	-8.292890	-2.292890	0.000000
439	2	-7.707110	-2.707110	0.000000
440	2	-8.707110	-0.707110	0.000000
441	2	-7.707110	-1.707110	0.000000
442	2	-9.707110	-1.707110	0.000000
443	2	-9.292890	-0.292890	0.000000
444	2	-8.707110	-1.707110	0.000000
445	2	-8.292890	-0.292890	0.000000
446	2	-6.707110	-0.707110	0.000000
459	2	-3.707110	-1.707110	0.000000
460	2	-5.707110	-2.707110	0.000000
461	2	-3.707110	-2.707110	0.000000
462	2	-6.292890	-1.292890	0.000000
463	2	-4.707110	-0.707110	0.000000
464	2	-5.292890	-3.292890	0.000000
465	2	-4.292890	-3.292890	0.000000
466	2	-4.292890	-2.292890	0.000000
467	2	-5.292890	-1.292890	0.000000
468	2	-4.707110	-2.707110	0.000000
469	2	-5.707110	-0.707110	0.000000
470	2	-4.707110	-1.707110	0.000000
471	2	-4.292890	-1.292890	0.000000
472	2	-5.292890	-2.292890	0.000000
473	2	-6.292890	-0.292890	0.000000
474	2	-5.707110	-1.707110	0.000000
475	2	-6.292890	-2.292890	0.000000
476	2	-6.292890	-3.292890	0.000000
477	2	-5.292890	-0.292890	0.000000
478	2	-3.707110	-0.707110	0.000000
479	2	-4.292890	-0.292890	0.000000
496	2	-1.707110	-1.707110	0.000000
497	2	-0.707110	-1.707110	0.000000
498	2	-1.707110	-2.707110	0.000000
499	2	-2.292890	-0.292890	0.000000
500	2	-2.707110	-0.707110	0.000000
501	2	-2.707110	-2.707110	0.000000
502	2	-2.292890	-3.292890	0.000000
503	2	-1.292890	-3.292890	0.000000
504	2	-3.292890	-2.292890	0.000000
505	2	-2.292890	-2.292890	0.000000
506	2	-1.292890	-2.292890	0.000000
507	2	-2.707110	-1.707110	0.000000
508	2	-0.707110	-2.707110	0.000000
509	2	-0.707110	-0.707110	0.000000
510	2	-2.292890	-1.292890	0.000000
511	2	-1.292890	-0.292890	0.000000
512	2	-1.292890	-1.292890	0.000000
513	2	-3.292890	-1.292890	0.000000
514	2	-3.292890	-3.292890	0.000000
515	2	-3.292890	-0.292890	0.000000
516	2	-1.707110	-0.707110	0.000000
517	2	-0.292890	-0.292890	0.000000
518	2	-0.292890	-1.292890	0.000000
519	2	-0.292890	-2.292890	0.000000
520	2	-0.292890	-3.292890	0.000000
533	2	2.707110	-2.292890	0.000000
534	2	1.707110	-2.292890	0.000000
535	2	1.292890	-1.707110	0.000000
536	2	0.292890	-0.707110	0.000000
537	2	0.707110	-0.292890	0.000000
538	2	1.292890	-0.707110	0.000000
539	2	1.707110	-1.292890	0.000000
540	2	2.707110	-0.292890	0.000000
541	2	3.292890	-0.707110	0.000000
542	2	3.292890	-2.707110	0.000000
543	2	2.292890	-1.707110	0.000000
544	2	3.292890	-1.707110	0.000000
545	2	2.707110	-1.292890	0.000000
546	2	2.292890	-0.707110	0.000000
547	2	1.707110	-0.292890	0.000000
548	2	0.707110	-2.292890	0.000000
549	2	0.292890	-1.707110	0.000000
550	2	2.292890	-2.707110	0.000000
551	2	0.707110	-1.292890	0.000000
552	2	1.292890	-2.707110	0.000000
553	2	0.707110	-3.292890	0.000000
554	2	0.292890	-2.707110	0.000000
555	2	1.707110	-3.292890	0.000000
556	2	2.707110	-3.292890	0.000000
569	2	6.707110	-0.292890	0.000000
570	2	4.707110	-1.292890	0.000000
571	2	6.707110	-3.292890	0.000000
572	2	6.707110	-2.292890	0.000000
573	2	4.292890	-0.707110	0.000000
574	2	6.292890	-1.707110	0.000000
575	2	3.707110	-1.292890	0.000000
576	2	5.292890	-0.707110	0.000000
577	2	4.707110	-0.292890	0.000000
578	2	5.292890	-1.707110	0.000000
579	2	5.707110	-1.292890	0.000000
580	2	5.707110	-2.292890	0.000000
581	2	5.707110	-3.292890	0.000000
582	2	5.292890	-2.707110	0.000000
583	2	6.292890	-2.707110	0.000000
584	2	6.707110	-1.292890	0.000000
585	2	6.292890	-0.707110	0.000000
586	2	5.707110	-0.292890	0.000000
587	2	3.707110	-0.292890	0.000000
588	2	4.292890	-1.707110	0.000000
589	2	4.707110	-2.292890	0.000000
590	2	3.707110	-3.292890	0.000000
591	2	3.707110	-2.292890	0.000000
592	2	4.292890	-2.707110	0.000000
593	2	4.707110	-3.292890	0.000000
610	2	9.292890	-1.707110	0.000000
611	2	8.707110	-0.292890	0.000000
612	2	7.292890	-0.707110	0.000000
613	2	7.292890	-2.707110	0.000000
614	2	8.292890	-0.707110	0.000000
615	2	9.707110	-0.292890	0.000000
616	2	8.292890	-2.707110	0.000000
617	2	9.292890	-0.707110	0.000000
618	2	7.707110	-0.292890	0.000000
619	2	7.292890	-1.707110	0.000000
620	2	9.292890	-2.707110	0.000000
621	2	7.707110	-2.292890	0.000000
622	2	9.707110	-2.292890	0.000000
623	2	8.707110	-1.292890	0.000000
624	2	9.707110	-1.292890	0.000000
625	2	9.707110	-3.292890	0.000000
626	2	8.707110	-3.292890	0.000000
627	2	7.707110	-3.292890	0.000000
628	2	8.707110	-2.292890	0.000000
629	2	8.292890	-1.707110	0.000000
630	2	7.707110	-1.292890	0.000000
643	2	-9.707110	3.292890	0.000000
644	2	-8.707110	0.292890	0.000000
645	2	-8.707110	1.292890	0.000000
646	2	-9.707110	0.292890	0.000000
647	2	-9.707110	2.292890	0.000000
648	2	-9.292890	0.707110	0.000000
649	2	-8.707110	2.292890	0.000000
650	2	-9.707110	1.292890	0.000000
651	2	-6.707110	3.292890	0.000000
652	2	-6.707110	0.292890	0.000000
653	2	-7.707110	1.292890	0.000000
654	2	-8.292890	0.707110	0.000000
655	2	-9.292890	1.707110	0.000000
656	2	-7.707110	2.292890	0.000000
657	2	-8.292890	2.707110	0.000000
658	2	-7.707110	0.292890	0.000000
659	2	-8.292890	1.707110	0.000000
660	2	-7.292890	1.707110	0.000000
661	2	-7.292890	0.707110	0.000000
662	2	-6.707110	1.292890	0.000000
663	2	-7.292890	2.707110	0.000000
664	2	-6.707110	2.292890	0.000000
665	2	-7.707110	3.292890	0.000000
666	2	-9.292890	2.707110	0.000000
667	2	-8.707110	3.292890	0.000000
677	2	-3.707110	0.292890	0.000000
678	2	-5.707110	3.292890	0.000000
679	2	-4.707110	2.292890	0.000000
680	2	-5.707110	2.292890	0.000000
681	2	-5.292890	1.707110	0.000000
682	2	-3.707110	3.292890	0.000000
683	2	-3.707110	2.292890	0.000000
684	2	-6.292890	0.707110	0.000000
685	2	-4.707110	1.292890	0.000000
686	2	-5.707110	0.292890	0.000000
687	2	-6.292890	1.707110	0.000000
688	2	-6.292890	2.707110	0.000000
689	2	-5.292890	2.707110	0.000000
690	2	-4.707110	3.292890	0.000000
691	2	-5.707110	1.292890	0.000000
692	2	-3.707110	1.292890	0.000000
693	2	-4.292890	2.707110	0.000000
694	2	-4.292890	1.707110	0.000000
695	2	-5.292890	0.707110	0.000000
696	2	-4.707110	0.292890	0.000000
697	2	-4.292890	0.707110	0.000000
710	2	-3.292890	2.707110	0.000000
711	2	-0.707110	1.292890	0.000000
712	2	-1.707110	2.292890	0.000000
713	2	-0.292890	1.707110	0.000000
714	2	-2.707110	2.292890	0.000000
715	2	-1.707110	1.292890	0.000000
716	2	-1.707110	0.292890	0.000000
717	2	-0.707110	3.292890	0.000000
718	2	-1.707110	3.292890	0.000000
719	2	-2.707110	0.292890	0.000000
720	2	-2.707110	3.292890	0.000000
721	2	-3.292890	0.707110	0.000000
722	2	-2.292890	2.707110	0.000000
723	2	-2.292890	0.707110	0.000000
724	2	-3.292890	1.707110	0.000000
725	2	-2.707110	1.292890	0.000000
726	2	-2.292890	1.707110	0.000000
727	2	-0.707110	2.292890	0.000000
728	2	-1.292890	2.707110	0.000000
729	2	-1.292890	1.707110	0.000000
730	2	-1.292890	0.707110	0.000000
731	2	-0.707110	0.292890	0.000000
732	2	-0.292890	0.707110	0.000000
733	2	-0.292890	2.707110	0.000000
743	2	0.292890	1.292890	0.000000
744	2	0.292890	0.292890	0.000000
745	2	3.292890	3.292890	0.000000
746	2	2.707110	1.707110	0.000000
747	2	0.707110	2.707110	0.000000
748	2	0.292890	2.292890	0.000000
749	2	1.292890	0.292890	0.000000
750	2	1.707110	1.707110	0.000000
751	2	0.707110	1.707110	0.000000
752	2	0.707110	0.707110	0.000000
753	2	2.707110	0.707110	0.000000
754	2	2.292890	1.292890	0.000000
755	2	3.292890	0.292890	0.000000
756	2	3.292890	1.292890	0.000000
757	2	2.707110	2.707110	0.000000
758	2	1.707110	2.707110	0.000000
759	2	3.292890	2.292890	0.000000
760	2	1.292890	1.292890	0.000000
761	2	2.292890	2.292890	0.000000
762	2	1.707110	0.707110	0.000000
763	2	2.292890	0.292890	0.000000
764	2	1.292890	2.292890	0.000000
765	2	1.292890	3.292890	0.000000
766	2	0.292890	3.292890	0.000000
767	2	2.292890	3.292890	0.000000
777	2	3.707110	2.707110	0.000000
778	2	6.707110	0.707110	0.000000
779	2	4.292890	0.292890	0.000000
780	2	5.292890	3.292890	0.000000
781	2	4.292890	1.292890	0.000000
782	2	4.707110	2.707110	0.000000
783	2	5.707110	1.707110	0.000000
784	2	5.707110	2.707110	0.000000
785	2	5.292890	1.292890	0.000000
786	2	5.292890	0.292890	0.000000
787	2	3.707110	1.707110	0.000000
788	2	3.707110	0.707110	0.000000
789	2	4.707110	1.707110	0.000000
790	2	4.707110	0.707110	0.000000
791	2	4.292890	2.292890	0.000000
792	2	6.292890	2.292890	0.000000
793	2	6.292890	3.292890	0.000000
794	2	4.292890	3.292890	0.000000
795	2	5.292890	2.292890	0.000000
796	2	6.707110	2.707110	0.000000
797	2	5.707110	0.707110	0.000000
798	2	6.292890	1.292890	0.000000
799	2	6.292890	0.292890	0.000000
800	2	6.707110	1.707110	0.000000
813	2	8.292890	2.292890	0.000000
814	2	9.707110	1.707110	0.000000
815	2	8.707110	2.707110	0.000000
816	2	7.292890	1.292890	0.000000
817	2	7.707110	2.707110	0.000000
818	2	8.292890	3.292890	0.000000
819	2	7.707110	1.707110	0.000000
820	2	8.292890	1.292890	0.000000
821	2	9.292890	1.292890	0.000000
822	2	9.292890	2.292890	0.000000
823	2	9.292890	3.292890	0.000000
824	2	7.292890	2.292890	0.000000
825	2	7.292890	3.292890	0.000000
826	2	7.292890	0.292890	0.000000
827	2	9.707110	0.707110	0.000000
828	2	7.707110	0.707110	0.000000
829	2	8.292890	0.292890	0.000000
830	2	8.707110	0.707110	0.000000
831	2	9.707110	2.707110	0.000000
832	2	8.707110	1.707110	0.000000
833	2	9.292890	0.292890	0.000000
846	2	-8.707110	4.292890	0.000000
847	2	-8.292890	5.707110	0.000000
848	2	-9.292890	3.707110	0.000000
849	2	-8.292890	6.707110	0.000000
850	2	-9.707110	6.292890	0.000000
851	2	-7.292890	3.707110	0.000000
852	2	-7.292890	5.707110	0.000000
853	2	-6.707110	4.292890	0.000000
854	2	-6.707110	5.292890	0.000000
855	2	-7.292890	4.707110	0.000000
856	2	-8.707110	6.292890	0.000000
857	2	-7.707110	5.292890	0.000000
858	2	-7.707110	4.292890	0.000000
859	2	-8.292890	4.707110	0.000000
860	2	-8.292890	3.707110	0.000000
861	2	-9.707110	4.292890	0.000000
862	2	-9.292890	4.707110	0.000000
863	2	-9.707110	5.292890	0.000000
864	2	-9.292890	5.707110	0.000000
865	2	-9.292890	6.707110	0.000000
866	2	-8.707110	5.292890	0.000000
867	2	-7.707110	6.292890	0.000000
868	2	-7.292890	6.707110	0.000000
869	2	-6.707110	6.292890	0.000000
879	2	-4.707110	4.292890	0.000000
880	2	-4.707110	6.292890	0.000000
881	2	-3.707110	5.292890	0.000000
882	2	-5.292890	4.707110	0.000000
883	2	-4.292890	3.707110	0.000000
884	2	-6.292890	4.707110	0.000000
885	2	-6.292890	3.707110	0.000000
886	2	-4.292890	6.707110	0.000000
887	2	-6.292890	5.707110	0.000000
888	2	-4.292890	4.707110	0.000000
889	2	-6.292890	6.707110	0.000000
890	2	-5.707110	6.292890	0.000000
891	2	-5.707110	5.292890	0.000000
892	2	-3.707110	6.292890	0.000000
893	2	-3.707110	4.292890	0.000000
894	2	-5.292890	6.707110	0.000000
895	2	-4.292890	5.707110	0.000000
896	2	-5.707110	4.292890	0.000000
897	2	-4.707110	5.292890	0.000000
898	2	-5.292890	5.707110	0.000000
899	2	-5.292890	3.707110	0.000000
912	2	-1.707110	5.292890	0.000000
913	2	-0.292890	5.707110	0.000000
914	2	-2.707110	5.292890	0.000000
915	2	-3.292890	5.707110	0.000000
916	2	-2.292890	6.707110	0.000000
917	2	-2.292890	5.707110	0.000000
918	2	-3.292890	3.707110	0.000000
919	2	-2.292890	3.707110	0.000000
920	2	-0.707110	4.292890	0.000000
921	2	-0.292890	4.707110	0.000000
922	2	-3.292890	6.707110	0.000000
923	2	-1.292890	6.707110	0.000000
924	2	-2.707110	6.292890	0.000000
925	2	-1.707110	6.292890	0.000000
926	2	-0.707110	6.292890	0.000000
927	2	-0.707110	5.292890	0.000000
928	2	-1.292890	5.707110	0.000000
929	2	-1.292890	3.707110	0.000000
930	2	-2.707110	4.292890	0.000000
931	2	-2.292890	4.707110	0.000000
932	2	-1.707110	4.292890	0.000000
933	2	-1.292890	4.707110	0.000000
934	2	-3.292890	4.707110	0.000000
935	2	-0.292890	3.707110	0.000000
936	2	-0.292890	6.707110	0.000000
946	2	0.292890	6.292890	0.000000
947	2	3.292890	5.292890	0.000000
948	2	3.292890	4.292890	0.000000
949	2	1.292890	5.292890	0.000000
950	2	1.292890	6.292890	0.000000
951	2	0.707110	6.707110	0.000000
952	2	2.707110	4.707110	0.000000
953	2	2.707110	3.707110	0.000000
954	2	0.292890	4.292890	0.000000
955	2	0.707110	3.707110	0.000000
956	2	2.292890	4.292890	0.000000
957	2	1.707110	4.707110	0.000000
958	2	2.707110	5.707110	0.000000
959	2	0.707110	5.707110	0.000000
960	2	2.292890	5.292890	0.000000
961	2	0.292890	5.292890	0.000000
962	2	0.707110	4.707110	0.000000
963	2	1.292890	4.292890	0.000000
964	2	1.707110	5.707110	0.000000
965	2	1.707110	6.707110	0.000000
966	2	2.292890	6.292890	0.000000
967	2	2.707110	6.707110	0.000000
968	2	3.292890	6.292890	0.000000
969	2	1.707110	3.707110	0.000000
979	2	6.292890	6.292890	0.000000
980	2	6.707110	6.707110	0.000000
981	2	3.707110	4.707110	0.000000
982	2	5.292890	6.292890	0.000000
983	2	5.707110	6.707110	0.000000
984	2	5.292890	5.292890	0.000000
985	2	6.707110	4.707110	0.000000
986	2	3.707110	3.707110	0.000000
987	2	4.707110	5.707110	0.000000
988	2	4.292890	5.292890	0.000000
989	2	4.292890	4.292890	0.000000
990	2	4.292890	6.292890	0.000000
991	2	3.707110	6.707110	0.000000
992	2	3.707110	5.707110	0.000000
993	2	5.707110	3.707110	0.000000
994	2	6.707110	3.707110	0.000000
995	2	5.292890	4.292890	0.000000
996	2	6.707110	5.707110	0.000000
997	2	4.707110	6.707110	0.000000
998	2	5.707110	5.707110	0.000000
999	2	6.292890	5.292890	0.000000
1000	2	6.292890	4.292890	0.000000
1001	2	5.707110	4.707110	0.000000
1002	2	4.707110	4.707110	0.000000
1003	2	4.707110	3.707110	0.000000
1016	2	9.292890	5.292890	0.000000
1017	2	9.707110	6.707110	0.000000
1018	2	7.707110	5.707110	0.000000
1019	2	8.707110	5.707110	0.000000
1020	2	7.707110	3.707110	0.000000
1021	2	7.707110	6.707110	0.000000
1022	2	8.707110	6.707110	0.000000
1023	2	7.292890	5.292890	0.000000
1024	2	9.292890	4.292890	0.000000
1025	2	8.707110	4.707110	0.000000
1026	2	9.292890	6.292890	0.000000
1027	2	7.292890	6.292890	0.000000
1028	2	8.292890	5.292890	0.000000
1029	2	8.292890	6.292890	0.000000
1030	2	9.707110	5.707110	0.000000
1031	2	9.707110	4.707110	0.000000
1032	2	9.707110	3.707110	0.000000
1033	2	8.707110	3.707110	0.000000
1034	2	8.292890	4.292890	0.000000
1035	2	7.707110	4.707110	0.000000
1036	2	7.292890	4.292890	0.000000
1053	2	-9.707110	7.292890	0.000000
1054	2	-7.292890	8.707110	0.000000
1055	2	-6.707110	7.292890	0.000000
1056	2	-8.707110	7.292890	0.000000
1057	2	-9.707110	8.292890	0.000000
1058	2	-8.292890	8.707110	0.000000
1059	2	-9.292890	7.707110	0.000000
1060	2	-9.292890	8.707110	0.000000
1061	2	-9.707110	9.292890	0.000000
1062	2	-8.707110	8.292890	0.000000
1063	2	-9.292890	9.707110	0.000000
1064	2	-7.707110	8.292890	0.000000
1065	2	-8.707110	9.292890	0.000000
